,relax_label,functional,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,energy_per_atom,fmax,state,project_name,seed_name,umap,incar,pmg_struct,formula,e_vasp_ref,type,natom,e_vasp_ref_pa,max_force
106,2LiFeSO4F-200804-045027-d12064 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-045027-d12064,6abb5265-e725-44d5-8f28-74bdc3e840d6,150494.0,-95.93989667,-47.969948335,2.0,202.6253166028981,101.31265830144905,,,,,,,,,,0.3025301899999988,AIRSS,16.0,0.03781627374999985,0.029446786851716
56,2LiFeSO4F-210215-191351-a91a7a STATIC,pbe,2LiFeSO4F-210215-191351-a91a7a STATIC-run2,,,-95.93819976,-47.96909988,2.0,195.81513716381977,97.90756858190989,-5.996137485,0.1745544107722191,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.001, 0.001, 3.74, 3.74, 0.01, 0.01, 0.018, 0.033, 0.031, 0.008, 0.018, 0.033, 0.031, 0.008, 0.044, 0.044], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   4.804081   7.901119   7.697312
angles:  88.349221  90.635712 137.889474
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.182758  0.949499  0.987622     0.001
  1  Li    0.817242  0.050501  0.012378     0.001
  2  Fe    0.79758   0.748061  0.383402     3.742
  3  Fe    0.20242   0.251939  0.616598     3.742
  4  S     0.229113  0.69027   0.697325     0.01
  5  S     0.770887  0.30973   0.302675     0.01
  6  O     0.105998  0.460293  0.742654     0.019
  7  O     0.871306  0.62191   0.609857     0.034
  8  O     0.597867  0.859191  0.571745     0.031
  9  O     0.339959  0.834877  0.851881     0.008
 10  O     0.894002  0.539707  0.257346     0.019
 11  O     0.128694  0.37809   0.390143     0.034
 12  O     0.402133  0.140809  0.428255     0.031
 13  O     0.660041  0.165123  0.148119     0.008
 14  F     0.208726  0.157917  0.852991     0.04
 15  F     0.791274  0.842083  0.147009     0.04",LiFeSO4F,0.3033786449999951,AIRSS,16.0,0.03792233062499939,
40,4LiFeSO4F-200804-061649-05be8b RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,4LiFeSO4F-200804-061649-05be8b,01e5df91-2174-4f71-bfed-8aa84ffc3043,525245.0,-191.87457486,-47.968643715,4.0,461.3282079402261,115.33205198505652,,,,,,,,,,0.3038348099999979,AIRSS,32.0,0.03797935124999974,0.024500114198175
82,2LiFeSO4F-200804-054346-7be000 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-054346-7be000,36a6cff3-6064-4690-ab76-443248d149b8,150633.0,-95.93687236,-47.96843618,2.0,232.7611027510723,116.38055137553614,,,,,,,,,,0.30404234499999916,AIRSS,16.0,0.038005293124999895,0.029579747324894
86,2LiFeSO4F-200804-053839-5cad76 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-053839-5cad76,0efa110a-8a33-4240-b9b8-e899c6824286,150321.0,-95.93047446,-47.96523723,2.0,231.77640750688957,115.88820375344478,,,,,,,,,,0.3072412949999972,AIRSS,16.0,0.03840516187499965,0.02356905144335
149,2LiFeSO4F-200804-032549-0bf52b RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-032549-0bf52b,643cf0a7-4d47-449a-a370-7c4c876605d2,150295.0,-95.92952259,-47.964761295,2.0,233.42764529422263,116.71382264711131,,,,,,,,,,0.3077172299999944,AIRSS,16.0,0.0384646537499993,0.029170960627852
6,2LiFeSO4F-210215-174737-f3facf STATIC,pbe,2LiFeSO4F-210215-174737-f3facf STATIC-run2,,,-95.92355596,-47.96177798,2.0,183.91584712189268,91.95792356094634,-5.9952222475,0.025069592434920036,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.736, 3.736, 0.008, 0.008, 0.032, 0.006, 0.035, 0.006, 0.032, 0.006, 0.035, 0.006, 0.061, 0.061], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   4.720122   7.794651   5.613128
angles:  92.786392 103.616476 112.016636
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.547836  0.58675   0.768683     0
  1  Li    0.452164  0.41325   0.231317     0
  2  Fe    0.187247  0.002579  0.798382     3.736
  3  Fe    0.812753  0.997421  0.201618     3.736
  4  S     0.141852  0.711487  0.276982     0.008
  5  S     0.858148  0.288513  0.723018     0.008
  6  O     0.338298  0.822214  0.113719     0.032
  7  O     0.82794   0.582085  0.121689     0.006
  8  O     0.090156  0.852788  0.439938     0.035
  9  O     0.317311  0.61341   0.422149     0.006
 10  O     0.661702  0.177786  0.886281     0.032
 11  O     0.17206   0.417915  0.878311     0.006
 12  O     0.909844  0.147212  0.560062     0.035
 13  O     0.682689  0.38659   0.577851     0.006
 14  F     0.229023  0.150205  0.151081     0.061
 15  F     0.770977  0.849795  0.848919     0.061",LiFeSO4F,0.310700544999996,AIRSS,16.0,0.0388375681249995,
60,2LiFeSO4F-210215-175824-9f5032 STATIC,pbe,2LiFeSO4F-210215-175824-9f5032 STATIC-run2,,,-95.9225049,-47.96125245,2.0,197.12293688688288,98.56146844344144,-5.99515655625,0.02975807837799343,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.738, 3.738, 0.006, 0.006, 0.008, 0.03, 0.02, 0.025, 0.008, 0.03, 0.021, 0.024, 0.059, 0.059], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   7.612064   4.792364   5.477448
angles:  90.000000  90.000000  99.417695
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.31134   0.360516  0.066044     0
  1  Li    0.68866   0.639484  0.566044     0
  2  Fe    0.949293  0.767726  0.121075     3.738
  3  Fe    0.050707  0.232274  0.621075     3.738
  4  S     0.71159   0.257975  0.976802     0.006
  5  S     0.28841   0.742025  0.476802     0.006
  6  O     0.529124  0.292348  0.918314     0.008
  7  O     0.836241  0.421368  0.785488     0.03
  8  O     0.733798  0.956992  0.970864     0.02
  9  O     0.772564  0.396049  0.216133     0.024
 10  O     0.470876  0.707652  0.418314     0.008
 11  O     0.163759  0.578632  0.285488     0.03
 12  O     0.266202  0.043008  0.470864     0.02
 13  O     0.227436  0.603951  0.716133     0.024
 14  F     0.111787  0.088685  0.968246     0.059
 15  F     0.888213  0.911315  0.468246     0.059",LiFeSO4F,0.31122607499999333,AIRSS,16.0,0.038903259374999166,
197,2LiFeSO4F-200804-014253-312279 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-014253-312279,9a4072b6-3178-4ac0-8b1d-b05b566b4908,148523.0,-95.91727286,-47.95863643,2.0,236.06634512822066,118.03317256411033,,,,,,,,,,0.31384209499999827,AIRSS,16.0,0.03923026187499978,0.02867871812921
43,4LiFeSO4F-200804-074125-b06c98 RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-074125-b06c98,8be7b344-514b-4fff-86eb-89a4d6433072,153061.0,-191.83194872,-47.95798718,4.0,380.2074284155095,95.05185710387738,,,,,,,,,,0.3144913449999933,AIRSS,32.0,0.039311418124999165,0.022674581045596
119,4LiFeSO4F-210216-132846-b28a1a STATIC,pbe,4LiFeSO4F-210216-132846-b28a1a STATIC-run2,,,-191.8242395,-47.956059875,4.0,401.22657922595386,100.30664480648846,-5.994507484375,0.030485130756731222,successful,catdisc/LiFeSO4F/run2,4LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'All', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 3.2e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 0.0, 0.0, 3.745, 3.745, 3.743, 3.743, 0.011, 0.011, 0.003, 0.003, 0.036, 0.019, 0.008, 0.031, 0.036, 0.019, 0.008, 0.031, 0.002, 0.002, 0.003, 0.036, 0.002, 0.002, 0.003, 0.036, 0.075, 0.075, 0.065, 0.065], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li4 Fe4 S4 O16 F4)
Reduced Formula: LiFeSO4F
abc   :   5.165162   7.550457  10.481200
angles:  96.108428  99.028337  90.713974
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.69896   0.251343  0.457844     0
  1  Li    0.30104   0.748657  0.542156     0
  2  Li    0.774921  0.516755  0.711533    -0
  3  Li    0.225079  0.483245  0.288467    -0
  4  Fe    0.59318   0.135438  0.895492     3.745
  5  Fe    0.40682   0.864562  0.104508     3.745
  6  Fe    0.776261  0.505132  0.087218     3.743
  7  Fe    0.223739  0.494868  0.912782     3.743
  8  S     0.067415  0.888265  0.79711      0.011
  9  S     0.932585  0.111735  0.20289      0.011
 10  S     0.276077  0.350923  0.631114     0.003
 11  S     0.723923  0.649077  0.368886     0.003
 12  O     0.260106  0.967757  0.915152     0.036
 13  O     0.009054  0.697885  0.81572      0.019
 14  O     0.180081  0.900808  0.679636     0.008
 15  O     0.817397  0.98463   0.791654     0.031
 16  O     0.739894  0.032243  0.084848     0.036
 17  O     0.990946  0.302115  0.18428      0.019
 18  O     0.819919  0.099192  0.320364     0.008
 19  O     0.182603  0.01537   0.208346     0.031
 20  O     0.985994  0.364452  0.601726     0.002
 21  O     0.407686  0.529781  0.634512     0.002
 22  O     0.379735  0.218564  0.54191      0.003
 23  O     0.340205  0.303021  0.771335     0.036
 24  O     0.014006  0.635548  0.398274     0.002
 25  O     0.592314  0.470219  0.365488     0.002
 26  O     0.620265  0.781436  0.45809      0.003
 27  O     0.659795  0.696979  0.228665     0.036
 28  F     0.53659   0.669268  0.969986     0.075
 29  F     0.46341   0.330732  0.030014     0.075
 30  F     0.867633  0.375143  0.898815     0.065
 31  F     0.132367  0.624857  0.101185     0.065",LiFeSO4F,0.3164186499999957,AIRSS,32.0,0.03955233124999946,
12,4LiFeSO4F-200804-084609-17fe92 RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,4LiFeSO4F-200804-084609-17fe92,443a6ff9-c7f8-4fbe-b8f6-61d0890c2220,525512.0,-191.82279864,-47.95569966,4.0,458.4632480696814,114.61581201742035,,,,,,,,,,0.3167788649999963,AIRSS,32.0,0.03959735812499954,0.017332734826596
30,4LiFeSO4F-200804-081359-9e976d RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-081359-9e976d,4984fb6b-4e75-459f-be16-5e93b04b88d2,150623.0,-191.81753714,-47.954384285,4.0,435.7620769470524,108.9405192367631,,,,,,,,,,0.31809423999999353,AIRSS,32.0,0.03976177999999919,0.021910419868816
28,4LiFeSO4F-200804-070107-ef1b49 RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,4LiFeSO4F-200804-070107-ef1b49,a0acc712-f7e5-4793-91d7-721927cd3759,525335.0,-191.81537734,-47.953844335,4.0,416.3023556185451,104.07558890463628,,,,,,,,,,0.3186341899999974,AIRSS,32.0,0.03982927374999967,0.029176763282604
46,4LiFeSO4F-210216-185815-29a44f STATIC,pbe,4LiFeSO4F-210216-185815-29a44f STATIC-run2,,,-191.79853988,-47.94963497,4.0,405.22075983001355,101.30518995750339,-5.99370437125,0.028732111649609048,successful,catdisc/LiFeSO4F/run2,4LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'All', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 3.2e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 0.0, 0.0, 3.738, 3.738, 3.738, 3.738, 0.005, 0.005, 0.005, 0.005, 0.007, 0.02, 0.039, 0.018, 0.007, 0.02, 0.039, 0.018, 0.007, 0.02, 0.039, 0.018, 0.007, 0.02, 0.039, 0.018, 0.059, 0.059, 0.059, 0.059], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li4 Fe4 S4 O16 F4)
Reduced Formula: LiFeSO4F
abc   :   5.516326   9.796585   8.454751
angles: 117.515882  90.000000  90.000000
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.322278  0.208617  0.786878     0
  1  Li    0.822278  0.291383  0.213122     0
  2  Li    0.677722  0.791383  0.213122     0
  3  Li    0.177722  0.708617  0.786878     0
  4  Fe    0.651837  0.661623  0.548221     3.738
  5  Fe    0.151837  0.838377  0.451779     3.738
  6  Fe    0.348163  0.338377  0.451779     3.738
  7  Fe    0.848163  0.161623  0.548221     3.738
  8  S     0.796062  0.028794  0.786627     0.005
  9  S     0.296062  0.471206  0.213373     0.005
 10  S     0.203938  0.971206  0.213373     0.005
 11  S     0.703938  0.528794  0.786627     0.005
 12  O     0.800859  0.139834  0.973775     0.007
 13  O     0.787893  0.869272  0.761244     0.02
 14  O     0.026991  0.046649  0.692142     0.039
 15  O     0.596515  0.061255  0.687208     0.018
 16  O     0.300859  0.360166  0.026225     0.007
 17  O     0.287893  0.630728  0.238756     0.02
 18  O     0.526991  0.453351  0.307858     0.039
 19  O     0.096515  0.438745  0.312792     0.018
 20  O     0.199141  0.860166  0.026225     0.007
 21  O     0.212107  0.130728  0.238756     0.02
 22  O     0.973009  0.953351  0.307858     0.039
 23  O     0.403485  0.938745  0.312792     0.018
 24  O     0.699141  0.639834  0.973775     0.007
 25  O     0.712107  0.369272  0.761244     0.02
 26  O     0.473009  0.546649  0.692142     0.039
 27  O     0.903485  0.561255  0.687208     0.018
 28  F     0.698927  0.235847  0.387831     0.059
 29  F     0.198927  0.264153  0.612169     0.059
 30  F     0.301073  0.764153  0.612169     0.059
 31  F     0.801073  0.735847  0.387831     0.059",LiFeSO4F,0.3228435549999986,AIRSS,32.0,0.04035544437499983,
121,2LiFeSO4F-200804-042508-38460d RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-042508-38460d,6608bc71-f322-4e4e-b548-3ac3bb7c2b66,148982.0,-95.89458997,-47.947294985,2.0,239.5390809532302,119.7695404766151,,,,,,,,,,0.3251835399999976,AIRSS,16.0,0.0406479424999997,0.027922340607087
110,2LiFeSO4F-200804-044243-e06e97 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-044243-e06e97,29128b7d-68d0-46e6-91b4-ac4bc73851c6,150014.0,-95.89080252,-47.94540126,2.0,219.88663983355366,109.94331991677683,,,,,,,,,,0.3270772649999998,AIRSS,16.0,0.04088465812499997,0.029193895154057
1,4LiFeSO4F-200804-105707-ca0549 RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,4LiFeSO4F-200804-105707-ca0549,79048e61-7732-4bf2-9ee5-17b064d3d990,525255.0,-191.77247205,-47.9431180125,4.0,424.81534577585836,106.20383644396459,,,,,,,,,,0.32936051249999565,AIRSS,32.0,0.041170064062499456,0.030168406348871
43,2LiFeSO4F-210215-151727-cf6b34 STATIC,pbe,2LiFeSO4F-210215-151727-cf6b34 STATIC-run2,,,-95.8859548,-47.9429774,2.0,199.18651718375216,99.59325859187608,-5.992872175,0.5135832683261894,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.747, 3.747, 0.013, 0.013, 0.018, 0.022, 0.021, 0.019, 0.018, 0.022, 0.021, 0.019, 0.04, 0.04], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.137795   5.527058   7.856049
angles:  68.547730  76.278754  76.747945
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.993722  0.745251  0.54449     -0
  1  Li    0.006278  0.254749  0.45551     -0
  2  Fe    0.592997  0.023326  0.262335    -3.747
  3  Fe    0.407003  0.976674  0.737665    -3.747
  4  S     0.777754  0.34561   0.825922    -0.013
  5  S     0.222246  0.65439   0.174078    -0.013
  6  O     0.030195  0.287366  0.693147    -0.018
  7  O     0.549993  0.238842  0.807359    -0.016
  8  O     0.717086  0.640233  0.762596    -0.023
  9  O     0.829353  0.239197  0.017773    -0.024
 10  O     0.969805  0.712634  0.306853    -0.018
 11  O     0.450007  0.761158  0.192641    -0.016
 12  O     0.282914  0.359767  0.237404    -0.023
 13  O     0.170647  0.760803  0.982227    -0.024
 14  F     0.274117  0.902824  0.536566    -0.037
 15  F     0.725883  0.097176  0.463434    -0.037",LiFeSO4F,0.3295011250000002,AIRSS,16.0,0.04118764062500002,
52,4LiFeSO4F-210218-042602-0b04a2 STATIC,pbe,4LiFeSO4F-210218-042602-0b04a2 STATIC-run2,,,-191.76756445,-47.9418911125,4.0,390.1222222850895,97.53055557127237,-5.9927363890625,0.02884505684213155,successful,catdisc/LiFeSO4F/run2,4LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 3.2e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'POTIM': 0.6, 'MAGMOM': [0.0, 0.0, 0.0, 0.0, 3.752, 3.751, 3.718, 3.718, 0.01, 0.01, 0.011, 0.011, 0.034, 0.003, 0.017, 0.02, 0.034, 0.003, 0.017, 0.02, 0.028, 0.022, 0.029, 0.015, 0.028, 0.022, 0.029, 0.016, 0.058, 0.058, 0.04, 0.04], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li4 Fe4 S4 O16 F4)
Reduced Formula: LiFeSO4F
abc   :   6.249483   7.761522   9.630521
angles: 123.369458  90.000000  90.000000
Sites (32)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.616685  0.414348  0.438562     0
  1  Li    0.116685  0.585652  0.561438     0
  2  Li    0.848493  0.77493   0.400009     0
  3  Li    0.348493  0.22507   0.599991     0
  4  Fe    0.111     0.09037   0.285221     3.751
  5  Fe    0.611     0.90963   0.714779     3.751
  6  Fe    0.768479  0.652506  0.041726     3.718
  7  Fe    0.268479  0.347494  0.958274     3.718
  8  S     0.836756  0.257604  0.642668     0.01
  9  S     0.336756  0.742396  0.357332     0.01
 10  S     0.344186  0.730224  0.909452     0.011
 11  S     0.844186  0.269776  0.090548     0.011
 12  O     0.861878  0.415012  0.824557     0.034
 13  O     0.642768  0.296547  0.577022     0.003
 14  O     0.829045  0.051994  0.619498     0.017
 15  O     0.029487  0.272827  0.55807      0.02
 16  O     0.361878  0.584988  0.175443     0.034
 17  O     0.142768  0.703453  0.422978     0.003
 18  O     0.329045  0.948006  0.380502     0.017
 19  O     0.529487  0.727173  0.44193      0.02
 20  O     0.320103  0.50537   0.844835     0.028
 21  O     0.345133  0.747762  0.762328     0.022
 22  O     0.554165  0.805604  0.996886     0.029
 23  O     0.166903  0.848869  0.024368     0.015
 24  O     0.820103  0.49463   0.155165     0.028
 25  O     0.845133  0.252238  0.237672     0.022
 26  O     0.054165  0.194396  0.003114     0.029
 27  O     0.666903  0.151131  0.975632     0.015
 28  F     0.375404  0.112026  0.739102     0.058
 29  F     0.875404  0.887974  0.260898     0.058
 30  F     0.313286  0.329302  0.387583     0.04
 31  F     0.813286  0.670698  0.612417     0.04",LiFeSO4F,0.33058741249999457,AIRSS,32.0,0.04132342656249932,
35,4LiFeSO4F-200804-075449-5755bd RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-075449-5755bd,9273148b-42bf-4f8c-b23a-73d6222f055f,148963.0,-191.75440253,-47.9386006325,4.0,450.7248993219069,112.68122483047672,,,,,,,,,,0.33387789249999855,AIRSS,32.0,0.04173473656249982,0.023416480148485
113,2LiFeSO4F-200804-043134-a39b7d RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-043134-a39b7d,9761e870-41eb-45ad-811f-0c44bf940c1e,148953.0,-95.86268222,-47.93134111,2.0,220.70074206625358,110.35037103312679,,,,,,,,,,0.3411374149999986,AIRSS,16.0,0.042642176874999826,0.029875025136728
66,2LiFeSO4F-200804-031245-f22c4d RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,2LiFeSO4F-200804-031245-f22c4d,e363568e-90c3-4607-bc90-3b1a3ddef78b,525269.0,-95.84500286,-47.92250143,2.0,227.34496726443248,113.67248363221624,,,,,,,,,,0.34997709499999985,AIRSS,16.0,0.04374713687499998,0.027208757486436
